,Year,Cattle Load,Cattle Loss,Cattle Pct
0,13,100395.0,126.0,0.12550425818018826
1,14,1276490.0,1638.0,0.12832062922545417
2,15,1297203.0,1359.0,0.1047638650234389
3,16,1138035.0,1534.0,0.1347937453593255
4,17,862226.0,875.0,0.10148151412738655
5,18,1113685.0,1327.0,0.11915397980577991
6,19,1243740.0,1231.0,0.09897567015614198
