,Year,Sheep_Pct
0,13,0.5172909706396442
1,14,0.7206213559146237
2,15,0.6406060897771475
3,16,0.8013133400759275
4,17,0.7144204214879974
5,18,0.4710983316105494
6,19,0.2549733732296524
7,20,0.41545714285714297
8,21,0.3721678571428573
9,22,0.3288785714285716
10,23,0.2855892857142859
11,24,0.24230000000000015
12,25,0.19901071428571449
