,Year,Sheep Load,Sheep Loss,Sheep Pct
0,13,225985.0,1169.0,0.5172909706396442
1,14,2159664.0,15563.0,0.7206213559146237
2,15,2015279.0,12910.0,0.6406060897771475
3,16,1705575.0,13667.0,0.8013133400759275
4,17,1845272.0,13183.0,0.7144204214879974
5,18,1143498.0,5387.0,0.47109833161054937
6,19,969513.0,2472.0,0.2549733732296524
