,Year,Cattle_Pct
0,13,0.12550425818018826
1,14,0.12832062922545415
2,15,0.1047638650234389
3,16,0.1347937453593255
4,17,0.10148151412738657
5,18,0.11915397980577992
6,19,0.09897567015614198
7,20,0.10172857142857143
8,21,0.09812142857142858
9,22,0.09451428571428573
10,23,0.09090714285714288
11,24,0.08730000000000003
12,25,0.08369285714285715
