Mode,Month,State,Load Port,Species,End Use,Country,Quantity,Year
Air,May,WA,Perth,Sheep,Slaughter,Malaysia,100,2015
Sea,May,VIC,Portland,Cattle,Breeder,China,5900,2015
Air,May,WA,Perth,Sheep,Slaughter,Malaysia,100,2015
Sea,May,QLD,Karumba,Cattle,Feeder,Indonesia,1748,2015
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia,2832,2015
Air,May,VIC,Melbourne,Cattle,Breeder,Indonesia,218,2015
Sea,May,WA,Broome,Cattle,Feeder,Indonesia,1852,2015
Sea,May,WA,Wyndham,Cattle,Feeder,Indonesia,4210,2015
Sea,May,WA,Wyndham,Cattle,Slaughter,Indonesia,2000,2015
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia,3823,2015
Air,May,VIC,Melbourne,Cattle,Breeder,Indonesia,220,2015
Sea,May,NT,Darwin,Cattle,Slaughter,Vietnam,2053,2015
Sea,May,NT,Darwin,Buffalo,Slaughter,Vietnam,291,2015
Sea,May,QLD,Karumba,Cattle,Slaughter,Vietnam,1524,2015
Air,May,SA,Adelaide,Goats,Slaughter,Malaysia,1300,2015
Air,May,SA,Adelaide,Sheep,Slaughter,Malaysia,910,2015
Air,May,WA,Perth,Sheep,Slaughter,Malaysia,100,2015
Sea,May,SA,Port Adelaide,Sheep,Slaughter,Qatar,35000,2015
Sea,May,SA,Port Adelaide,Sheep,Slaughter,Kuwait,2851,2015
Sea,May,WA,Fremantle,Cattle,Feeder,Indonesia,299,2015
Sea,May,WA,Fremantle,Cattle,Slaughter,Malaysia,312,2015
Sea,May,NT,Darwin,Cattle,Slaughter,Vietnam,2072,2015
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia,2800,2015
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia,2794,2015
Sea,May,NT,Darwin,Cattle,Slaughter,Indonesia,995,2015
Sea,May,QLD,Townsville,Cattle,Slaughter,Indonesia,13150,2015
Sea,May,QLD,Townsville,Cattle,Slaughter,Vietnam,4964,2015
Sea,May,WA,Broome,Cattle,Feeder,Vietnam,7375,2015
Sea,May,QLD,Brisbane,Cattle,Feeder,Japan,548,2015
Sea,May,QLD,Brisbane,Cattle,Feeder,Japan,412,2015
Air,May,SA,Adelaide,Goats,Slaughter,Malaysia,1129,2015
Air,May,SA,Adelaide,Sheep,Slaughter,Malaysia,886,2015
Air,May,SA,Adelaide,Cattle,Slaughter,Malaysia,49,2015
Sea,May,WA,Fremantle,Cattle,Feeder,Israel,3746,2015
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia,319,2015
Sea,May,NT,Darwin,Cattle,Slaughter,Indonesia,1855,2015
Sea,May,WA,Fremantle,Cattle,Slaughter,Qatar,200,2015
Sea,May,WA,Fremantle,Sheep,Slaughter,Qatar,10000,2015
Sea,May,WA,Fremantle,Sheep,Slaughter,Qatar,10000,2015
Sea,May,WA,Fremantle,Sheep,Slaughter,Kuwait,26180,2015
Sea,May,WA,Wyndham,Cattle,Feeder,Indonesia,1308,2015
Sea,May,WA,Wyndham,Cattle,Slaughter,Indonesia,1211,2015
Air,May,VIC,Melbourne,Goats,Breeder,United Arab Emirates,90,2015
Sea,May,WA,Fremantle,Sheep,Slaughter,Oman,7007,2015
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia,6667,2015
Sea,May,NT,Darwin,Cattle,Slaughter,Indonesia,301,2015
Sea,May,VIC,Portland,Cattle,Breeder,China,2907,2015
Sea,May,WA,Wyndham,Cattle,Slaughter,Vietnam,3970,2015
Air,May,WA,Perth,Sheep,Slaughter,Malaysia,99,2015
Sea,May,NT,Darwin,Cattle,Feeder,Philippines,2445,2015
Air,May,NSW,Sydney,Sheep,Breeder,Chile,20,2015
Sea,May,WA,Broome,Cattle,Slaughter,Malaysia,3188,2015
Sea,May,WA,Broome,Cattle,Slaughter,Indonesia,644,2015
Sea,May,WA,Broome,Cattle,Feeder,Indonesia,400,2015
Sea,May,WA,Broome,Cattle,Feeder,Indonesia,1997,2015
Sea,May,NT,Darwin,Cattle,Slaughter,Vietnam,1292,2015
Sea,May,WA,Broome,Cattle,Slaughter,Vietnam,2171,2015
Sea,May,WA,Wyndham,Cattle,Feeder,Indonesia,1956,2015
Air,May,NSW,Sydney,Goats,Slaughter,Malaysia,2196,2015
Air,May,NSW,Sydney,Cattle,Breeder,Malaysia,31,2015
Air,May,NSW,Sydney,Sheep,Slaughter,Malaysia,250,2015
Sea,May,WA,Fremantle,Sheep,Slaughter,Kuwait,33961,2015
Sea,May,WA,Fremantle,Sheep,Slaughter,Bahrain,30000,2015
Sea,May,WA,Fremantle,Sheep,Slaughter,Oman,5000,2015
Sea,May,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,5000,2015
Air,May,VIC,Melbourne,Cattle,Breeder,Indonesia,212,2015
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia,1000,2015
Sea,May,NT,Darwin,Cattle,Slaughter,Indonesia,800,2015
Sea,May,QLD,Townsville,Cattle,Slaughter,Vietnam,2479,2015
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia,4384,2015
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia,405,2015
Air,May,VIC,Melbourne,Sheep,Breeder,China,1274,2015
Sea,May,QLD,Townsville,Cattle,Breeder,Vietnam,413,2015
Sea,May,QLD,Townsville,Cattle,Slaughter,Vietnam,3425,2015
Air,May,WA,Perth,Sheep,Slaughter,Malaysia,91,2015
Sea,May,NT,Darwin,Cattle,Slaughter,Vietnam,2016,2015
Air,May,VIC,Melbourne,Alpacas,Breeder,New Zealand,33,2015
Air,May,SA,Adelaide,Goats,Slaughter,Malaysia,1573,2015
Air,May,SA,Adelaide,Sheep,Slaughter,Malaysia,631,2015
Air,May,VIC,Melbourne,Sheep,Breeder,China,1275,2015
Sea,May,QLD,Townsville,Cattle,Slaughter,Vietnam,5536,2015
Air,Jun,VIC,Melbourne,Sheep,Breeder,China,1228,2015
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia,3187,2015
Air,Jun,NSW,Sydney,Goats,Slaughter,Malaysia,841,2015
Air,Jun,NSW,Sydney,Sheep,Slaughter,Malaysia,50,2015
Air,Jun,NSW,Sydney,Cattle,Slaughter,Malaysia,61,2015
Sea,Jun,NT,Darwin,Cattle,Slaughter,Vietnam,1524,2015
Air,Jun,NSW,Sydney,Cattle,Breeder,Japan,2,2015
Sea,Jun,NT,Darwin,Cattle,Slaughter,Vietnam,1496,2015
Sea,Jun,NT,Darwin,Buffalo,Slaughter,Vietnam,493,2015
Air,Jun,WA,Perth,Sheep,Slaughter,Malaysia,110,2015
Sea,Jun,NT,Darwin,Cattle,Slaughter,Philippines,2156,2015
Sea,Jun,NT,Darwin,Cattle,Slaughter,Vietnam,2716,2015
Sea,Jun,NT,Darwin,Buffalo,Slaughter,Vietnam,303,2015
Air,Jun,VIC,Melbourne,Sheep,Breeder,China,1448,2015
Sea,Jun,WA,Broome,Cattle,Breeder,Vietnam,60,2015
Sea,Jun,WA,Broome,Cattle,Feeder,Vietnam,4231,2015
Sea,Jun,NT,Darwin,Cattle,Slaughter,Vietnam,1855,2015
Sea,Jun,NT,Darwin,Cattle,Breeder,Vietnam,1908,2015
Air,Jun,VIC,Melbourne,Sheep,Breeder,China,1379,2015
Sea,Jun,WA,Fremantle,Cattle,Feeder,Jordan,399,2015
Sea,Jun,WA,Fremantle,Cattle,Feeder,Israel,8640,2015
Sea,Jun,WA,Fremantle,Sheep,Feeder,Israel,25000,2015
Sea,Jun,WA,Fremantle,Sheep,Feeder,Jordan,36551,2015
Sea,Jun,WA,Broome,Cattle,Breeder,Vietnam,3174,2015
Sea,Jun,WA,Broome,Cattle,Feeder,Vietnam,250,2015
Sea,Jun,NT,Darwin,Cattle,Slaughter,Thailand,2250,2015
Sea,Jun,QLD,Karumba,Cattle,Feeder,Indonesia,2050,2015
Sea,Jun,WA,Broome,Cattle,Feeder,Indonesia,1007,2015
Sea,Jun,WA,Broome,Cattle,Slaughter,Indonesia,650,2015
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia,2827,2015
Sea,Jun,NT,Darwin,Cattle,Slaughter,Indonesia,99,2015
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia,3798,2015
Sea,Jun,QLD,Townsville,Cattle,Feeder,Vietnam,5712,2015
Air,Jun,WA,Perth,Sheep,Slaughter,Malaysia,87,2015
Sea,Jun,NT,Darwin,Buffalo,Slaughter,Brunei Darussalam,100,2015
Sea,Jun,NT,Darwin,Cattle,Slaughter,Brunei Darussalam,1300,2015
Sea,Jun,NT,Darwin,Goats,Slaughter,Brunei Darussalam,300,2015
Sea,Jun,NT,Darwin,Cattle,Slaughter,Vietnam,2234,2015
Air,Jun,WA,Perth,Sheep,Slaughter,Malaysia,113,2015
Air,Jun,SA,Adelaide,Goats,Slaughter,Malaysia,130,2015
Air,Jun,NSW,Sydney,Cattle,Breeder,Malaysia,242,2015
Air,Jun,SA,Adelaide,Goats,Slaughter,Malaysia,135,2015
Air,Jun,NSW,Sydney,Goats,Breeder,Norfolk Island,2,2015
Sea,Jun,QLD,Townsville,Cattle,Feeder,Indonesia,14264,2015
Sea,Jun,QLD,Townsville,Cattle,Slaughter,Indonesia,200,2015
Sea,Jun,QLD,Townsville,Cattle,Feeder,Vietnam,4729,2015
Air,Jun,NSW,Sydney,Cattle,Breeder,Malaysia,22,2015
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia,274,2015
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia,969,2015
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia,2597,2015
Air,Jun,WA,Perth,Sheep,Slaughter,Malaysia,160,2015
Air,Jun,WA,Perth,Sheep,Slaughter,Malaysia,100,2015
Sea,Jun,VIC,Portland,Sheep,Slaughter,United Arab Emirates,3029,2015
Sea,Jun,VIC,Portland,Sheep,Slaughter,Bahrain,24000,2015
Sea,Jun,VIC,Portland,Sheep,Slaughter,Oman,5000,2015
Sea,Jun,VIC,Portland,Sheep,Slaughter,Kuwait,9917,2015
Air,Jun,SA,Adelaide,Goats,Slaughter,Malaysia,1320,2015
Air,Jun,SA,Adelaide,Sheep,Slaughter,Malaysia,843,2015
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia,2089,2015
Sea,Jun,WA,Wyndham,Cattle,Feeder,Indonesia,1734,2015
Sea,Jun,WA,Wyndham,Cattle,Feeder,Indonesia,347,2015
Air,Jun,WA,Perth,Sheep,Breeder,China,1350,2015
Sea,Jun,QLD,Brisbane,Cattle,Feeder,Japan,540,2015
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia,4684,2015
Sea,Jun,NT,Darwin,Cattle,Slaughter,Indonesia,1864,2015
Sea,Jun,QLD,Brisbane,Cattle,Feeder,Japan,420,2015
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia,1152,2015
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia,813,2015
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia,1149,2015
Sea,Jun,WA,Fremantle,Sheep,Slaughter,Oman,7000,2015
Sea,Jun,WA,Fremantle,Sheep,Slaughter,Bahrain,6000,2015
Sea,Jun,WA,Fremantle,Sheep,Slaughter,Kuwait,15565,2015
Sea,Jun,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,2527,2015
Air,Jun,NSW,Sydney,Goats,Slaughter,Malaysia,552,2015
Air,Jun,NSW,Sydney,Sheep,Slaughter,Malaysia,144,2015
Air,Jun,VIC,Melbourne,Goats,Breeder,United Arab Emirates,122,2015
Air,Jun,VIC,Melbourne,Sheep,Breeder,United Arab Emirates,23,2015
Air,Jun,VIC,Melbourne,Cattle,Breeder,United Arab Emirates,12,2015
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia,2900,2015
Sea,Jun,WA,Wyndham,Cattle,Feeder,Indonesia,2349,2015
Sea,Jun,WA,Wyndham,Cattle,Slaughter,Indonesia,399,2015
Air,Jun,WA,Perth,Sheep,Slaughter,Malaysia,135,2015
Sea,Jun,QLD,Townsville,Cattle,Feeder,Indonesia,2294,2015
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia,3450,2015
Sea,Jun,NT,Darwin,Cattle,Slaughter,Indonesia,2536,2015
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia,6714,2015
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia,1200,2015
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia,1450,2015
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia,1027,2015
Air,Jun,NSW,Sydney,Cattle,Breeder,Malaysia,66,2015
Air,Jun,NSW,Sydney,Cattle,Breeder,Malaysia,96,2015
Sea,Jun,VIC,Portland,Cattle,Breeder,Sri Lanka,1181,2015
Sea,Jun,NT,Darwin,Cattle,Slaughter,Vietnam,2990,2015
Sea,Jun,NT,Darwin,Cattle,Slaughter,Sarawak,1104,2015
Sea,Jun,NT,Darwin,Cattle,Slaughter,Malaysia,568,2015
Sea,Jun,NT,Darwin,Cattle,Breeder,Sarawak,134,2015
Sea,Jun,NT,Darwin,Cattle,Slaughter,Vietnam,2305,2015
Air,Jun,VIC,Melbourne,Cattle,Breeder,China,188,2015
Sea,Jun,WA,Broome,Cattle,Slaughter,Malaysia,2123,2015
Air,Jul,VIC,Melbourne,Goats,Breeder,New Zealand,1,2015
Sea,Jul,VIC,Portland,Cattle,Breeder,China,3940,2015
Air,Jul,WA,Perth,Sheep,Slaughter,Malaysia,120,2015
Sea,Jul,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,4888,2015
Sea,Jul,WA,Fremantle,Sheep,Slaughter,Kuwait,36134,2015
Sea,Jul,WA,Fremantle,Sheep,Slaughter,Bahrain,30000,2015
Sea,Jul,WA,Broome,Cattle,Slaughter,Vietnam,4198,2015
Sea,Jul,WA,Fremantle,Sheep,Breeder,United Arab Emirates,657,2015
Air,Jul,SA,Adelaide,Goats,Slaughter,Malaysia,773,2015
Air,Jul,SA,Adelaide,Sheep,Slaughter,Malaysia,381,2015
Air,Jul,SA,Adelaide,Cattle,Slaughter,Malaysia,153,2015
Sea,Jul,NT,Darwin,Cattle,Slaughter,Vietnam,4066,2015
Air,Jul,NSW,Sydney,Goats,Slaughter,Malaysia,710,2015
Sea,Jul,NT,Darwin,Cattle,Slaughter,Malaysia,2095,2015
Air,Jul,WA,Perth,Sheep,Slaughter,Malaysia,104,2015
Sea,Jul,NT,Darwin,Cattle,Slaughter,Vietnam,1284,2015
Sea,Jul,NT,Darwin,Buffalo,Slaughter,Vietnam,192,2015
Sea,Jul,WA,Broome,Cattle,Feeder,Egypt,7493,2015
Sea,Jul,WA,Broome,Cattle,Slaughter,Egypt,2305,2015
Sea,Jul,NT,Darwin,Cattle,Slaughter,Malaysia,1532,2015
Sea,Jul,NT,Darwin,Cattle,Slaughter,Vietnam,6437,2015
Air,Jul,WA,Perth,Sheep,Slaughter,Malaysia,163,2015
Sea,Jul,NT,Darwin,Cattle,Slaughter,Malaysia,2253,2015
Air,Jul,SA,Adelaide,Goats,Slaughter,Malaysia,946,2015
Air,Jul,SA,Adelaide,Sheep,Slaughter,Malaysia,1099,2015
Air,Jul,WA,Perth,Sheep,Slaughter,Malaysia,163,2015
Sea,Jul,WA,Broome,Cattle,Slaughter,Vietnam,6750,2015
Sea,Jul,NT,Darwin,Cattle,Slaughter,Malaysia,1650,2015
Sea,Jul,WA,Wyndham,Cattle,Feeder,Indonesia,3069,2015
Air,Jul,VIC,Melbourne,Goats,Slaughter,United Arab Emirates,362,2015
Sea,Jul,WA,Fremantle,Sheep,Slaughter,Egypt,7683,2015
Sea,Jul,WA,Fremantle,Cattle,Feeder,Egypt,4501,2015
Sea,Jul,WA,Fremantle,Cattle,Slaughter,Egypt,3217,2015
Sea,Jul,QLD,Townsville,Cattle,Slaughter,Vietnam,2280,2015
Sea,Jul,QLD,Townsville,Cattle,Breeder,Vietnam,300,2015
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia,3214,2015
Sea,Jul,NT,Darwin,Cattle,Slaughter,Vietnam,2194,2015
Air,Jul,NSW,Sydney,Goats,Slaughter,Malaysia,111,2015
Air,Jul,NSW,Sydney,Goats,Slaughter,Malaysia,148,2015
Air,Jul,WA,Perth,Sheep,Slaughter,Malaysia,87,2015
Air,Jul,SA,Adelaide,Goats,Slaughter,Malaysia,1444,2015
Air,Jul,SA,Adelaide,Sheep,Slaughter,Malaysia,788,2015
Air,Jul,VIC,Melbourne,Goats,Breeder,United Arab Emirates,77,2015
Air,Jul,NSW,Sydney,Goats,Slaughter,Malaysia,64,2015
Air,Jul,NSW,Sydney,Goats,Slaughter,Malaysia,128,2015
Air,Jul,WA,Perth,Sheep,Slaughter,Malaysia,126,2015
Air,Jul,NSW,Sydney,Goats,Slaughter,Malaysia,64,2015
Air,Jul,NSW,Sydney,Goats,Slaughter,Malaysia,128,2015
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia,3883,2015
Sea,Jul,QLD,Townsville,Cattle,Slaughter,Vietnam,8721,2015
Sea,Jul,QLD,Townsville,Cattle,Breeder,Vietnam,325,2015
Sea,Jul,QLD,Townsville,Cattle,Feeder,Indonesia,8337,2015
Air,Jul,NSW,Sydney,Cattle,Breeder,Malaysia,400,2015
Air,Jul,NSW,Sydney,Goats,Breeder,Philippines,100,2015
Air,Jul,NSW,Sydney,Camels,Breeder,Philippines,12,2015
Sea,Jul,QLD,Townsville,Cattle,Breeder,Vietnam,2727,2015
Sea,Jul,QLD,Townsville,Cattle,Feeder,Vietnam,177,2015
Sea,Jul,WA,Fremantle,Cattle,Slaughter,Qatar,100,2015
Sea,Jul,WA,Fremantle,Sheep,Slaughter,Qatar,30000,2015
Sea,Jul,WA,Fremantle,Sheep,Slaughter,Kuwait,35000,2015
Sea,Jul,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,18915,2015
Sea,Jul,VIC,Portland,Cattle,Breeder,China,3792,2015
Sea,Jul,QLD,Brisbane,Cattle,Feeder,Japan,540,2015
Sea,Jul,QLD,Brisbane,Cattle,Feeder,Japan,420,2015
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia,1935,2015
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia,914,2015
Air,Jul,SA,Adelaide,Goats,Slaughter,Malaysia,884,2015
Air,Jul,SA,Adelaide,Sheep,Slaughter,Malaysia,486,2015
Air,Jul,SA,Adelaide,Cattle,Slaughter,Malaysia,95,2015
Air,Jul,SA,Adelaide,Camels,Breeder,Malaysia,19,2015
Sea,Jul,QLD,Townsville,Cattle,Feeder,Vietnam,1477,2015
Sea,Jul,QLD,Townsville,Cattle,Slaughter,Vietnam,4573,2015
Sea,Jul,NT,Darwin,Cattle,Slaughter,Vietnam,2469,2015
Sea,Jul,QLD,Karumba,Cattle,Feeder,Indonesia,2010,2015
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia,1782,2015
Sea,Jul,NT,Darwin,Cattle,Slaughter,Vietnam,2268,2015
Sea,Jul,SA,Port Adelaide,Cattle,Feeder,Israel,5929,2015
Sea,Jul,SA,Port Adelaide,Sheep,Feeder,Israel,3831,2015
Air,Jul,WA,Perth,Sheep,Slaughter,Malaysia,151,2015
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia,2987,2015
Sea,Jul,WA,Broome,Cattle,Slaughter,Malaysia,1436,2015
Sea,Aug,WA,Fremantle,Cattle,Feeder,Indonesia,349,2015
Air,Aug,NSW,Sydney,Goats,Slaughter,Malaysia,577,2015
Sea,Aug,SA,Port Adelaide,Cattle,Breeder,China,3200,2015
Sea,Aug,VIC,Portland,Cattle,Breeder,China,2461,2015
Sea,Aug,NT,Darwin,Buffalo,Slaughter,Vietnam,941,2015
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia,137,2015
Sea,Aug,WA,Fremantle,Sheep,Feeder,Israel,3506,2015
Sea,Aug,WA,Fremantle,Cattle,Feeder,Israel,7915,2015
Sea,Aug,WA,Fremantle,Sheep,Slaughter,Kuwait,21705,2015
Sea,Aug,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,15000,2015
Sea,Aug,WA,Fremantle,Sheep,Slaughter,Oman,5000,2015
Sea,Aug,WA,Fremantle,Sheep,Slaughter,Bahrain,30000,2015
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia,154,2015
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia,156,2015
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia,2905,2015
Air,Aug,NSW,Sydney,Goats,Breeder,Sabah,833,2015
Air,Aug,NSW,Sydney,Goats,Slaughter,Malaysia,1000,2015
Air,Aug,NSW,Sydney,Sheep,Slaughter,Malaysia,670,2015
Air,Aug,NSW,Sydney,Goats,Breeder,Philippines,253,2015
Air,Aug,NSW,Sydney,Sheep,Breeder,Philippines,243,2015
Sea,Aug,WA,Broome,Cattle,Breeder,Vietnam,2599,2015
Sea,Aug,WA,Broome,Cattle,Feeder,Vietnam,1400,2015
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia,1252,2015
Air,Aug,SA,Adelaide,Goats,Slaughter,Malaysia,1622,2015
Air,Aug,SA,Adelaide,Sheep,Slaughter,Malaysia,546,2015
Sea,Aug,VIC,Portland,Cattle,Breeder,China,6057,2015
Sea,Aug,NT,Darwin,Cattle,Slaughter,Vietnam,2594,2015
Sea,Aug,NT,Darwin,Cattle,Slaughter,Vietnam,2090,2015
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia,132,2015
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia,128,2015
Sea,Aug,NT,Darwin,Cattle,Slaughter,Thailand,1599,2015
Sea,Aug,NT,Darwin,Cattle,Slaughter,Malaysia,697,2015
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia,1925,2015
Sea,Aug,NT,Darwin,Cattle,Feeder,Philippines,2190,2015
Sea,Aug,WA,Broome,Cattle,Feeder,Indonesia,914,2015
Sea,Aug,WA,Broome,Cattle,Slaughter,Malaysia,1846,2015
Sea,Aug,VIC,Portland,Cattle,Breeder,China,4450,2015
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia,2997,2015
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia,3603,2015
Sea,Aug,NT,Darwin,Cattle,Slaughter,Brunei Darussalam,920,2015
Sea,Aug,NT,Darwin,Buffalo,Slaughter,Brunei Darussalam,525,2015
Sea,Aug,NT,Darwin,Goats,Slaughter,Brunei Darussalam,700,2015
Air,Aug,NSW,Sydney,Goats,Slaughter,Malaysia,1436,2015
Air,Aug,NSW,Sydney,Sheep,Slaughter,Malaysia,500,2015
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia,147,2015
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia,152,2015
Sea,Aug,WA,Fremantle,Cattle,Slaughter,Malaysia,81,2015
Sea,Aug,WA,Fremantle,Sheep,Slaughter,Malaysia,5558,2015
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia,115,2015
Air,Aug,SA,Adelaide,Goats,Slaughter,Malaysia,2214,2015
Air,Aug,SA,Adelaide,Sheep,Slaughter,Malaysia,81,2015
Air,Aug,SA,Adelaide,Goats,Slaughter,Malaysia,1368,2015
Air,Aug,SA,Adelaide,Sheep,Slaughter,Malaysia,558,2015
Air,Aug,SA,Adelaide,Cattle,Slaughter,Malaysia,28,2015
Air,Aug,SA,Adelaide,Camels,Breeder,Malaysia,25,2015
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia,165,2015
Sea,Aug,NT,Darwin,Cattle,Slaughter,Vietnam,4102,2015
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia,130,2015
Air,Aug,NSW,Sydney,Goats,Breeder,Malaysia,825,2015
Sea,Aug,NT,Darwin,Cattle,Slaughter,Vietnam,2167,2015
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia,149,2015
Air,Aug,WA,Perth,Goats,Slaughter,Malaysia,180,2015
Sea,Aug,VIC,Geelong,Cattle,Breeder,China,5316,2015
Air,Aug,NSW,Sydney,Goats,Slaughter,Malaysia,1006,2015
Air,Aug,NSW,Sydney,Sheep,Slaughter,Malaysia,74,2015
Sea,Aug,WA,Broome,Cattle,Slaughter,Malaysia,5604,2015
Sea,Aug,WA,Broome,Cattle,Slaughter,Indonesia,2390,2015
Sea,Aug,WA,Fremantle,Sheep,Slaughter,Qatar,45000,2015
Sea,Aug,WA,Fremantle,Cattle,Slaughter,Qatar,100,2015
Sea,Aug,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,16002,2015
Sea,Aug,WA,Fremantle,Sheep,Slaughter,Oman,13804,2015
Sea,Aug,VIC,Portland,Cattle,Breeder,China,4020,2015
Sea,Aug,QLD,Brisbane,Cattle,Feeder,Japan,540,2015
Sea,Aug,QLD,Brisbane,Cattle,Feeder,Japan,420,2015
Air,Sep,WA,Perth,Sheep,Slaughter,Malaysia,1963,2015
Air,Sep,SA,Adelaide,Sheep,Slaughter,Malaysia,150,2015
Sea,Sep,VIC,Portland,Cattle,Breeder,China,3311,2015
Sea,Sep,WA,Fremantle,Sheep,Slaughter,Kuwait,17760,2015
Sea,Sep,WA,Fremantle,Sheep,Slaughter,Bahrain,25000,2015
Sea,Sep,WA,Fremantle,Sheep,Slaughter,Oman,20000,2015
Sea,Sep,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,5000,2015
Air,Sep,WA,Perth,Sheep,Slaughter,Malaysia,140,2015
Sea,Sep,QLD,Townsville,Cattle,Breeder,Vietnam,376,2015
Sea,Sep,QLD,Townsville,Cattle,Slaughter,Vietnam,1766,2015
Sea,Sep,NT,Darwin,Cattle,Feeder,Indonesia,2313,2015
Sea,Sep,NT,Darwin,Cattle,Feeder,Philippines,2431,2015
Air,Sep,WA,Perth,Sheep,Slaughter,Malaysia,158,2015
Sea,Sep,NT,Darwin,Cattle,Slaughter,Vietnam,1201,2015
Air,Sep,NSW,Sydney,Goats,Slaughter,Malaysia,1658,2015
Air,Sep,NSW,Sydney,Sheep,Slaughter,Malaysia,656,2015
Sea,Sep,NT,Darwin,Cattle,Feeder,Indonesia,1126,2015
Sea,Sep,NT,Darwin,Cattle,Slaughter,Indonesia,1131,2015
Sea,Sep,NT,Darwin,Cattle,Feeder,Indonesia,346,2015
Sea,Sep,QLD,Townsville,Cattle,Feeder,Vietnam,8877,2015
Sea,Sep,NT,Darwin,Cattle,Slaughter,Indonesia,2084,2015
Air,Sep,NSW,Sydney,Goats,Slaughter,Malaysia,1032,2015
Air,Sep,NSW,Sydney,Sheep,Slaughter,Malaysia,76,2015
Air,Sep,WA,Perth,Sheep,Slaughter,Malaysia,130,2015
Sea,Sep,NT,Darwin,Cattle,Slaughter,Vietnam,4916,2015
Sea,Sep,NT,Darwin,Buffalo,Slaughter,Vietnam,503,2015
Sea,Sep,NT,Darwin,Cattle,Slaughter,Vietnam,2352,2015
Sea,Sep,NT,Darwin,Cattle,Slaughter,Vietnam,4029,2015
Sea,Sep,VIC,Portland,Cattle,Breeder,Vietnam,2100,2015
Sea,Sep,WA,Fremantle,Cattle,Feeder,Israel,11459,2015
Sea,Sep,WA,Fremantle,Sheep,Feeder,Israel,17000,2015
Sea,Sep,WA,Fremantle,Sheep,Slaughter,Jordan,32035,2015
Air,Sep,SA,Adelaide,Goats,Slaughter,Malaysia,2164,2015
Air,Sep,NSW,Sydney,Goats,Slaughter,Malaysia,914,2015
Sea,Sep,QLD,Townsville,Cattle,Slaughter,Vietnam,4071,2015
Sea,Sep,VIC,Portland,Cattle,Breeder,China,4180,2015
Air,Sep,WA,Perth,Sheep,Breeder,China,991,2015
