Mode,Month,State,Load Port,Species,End Use,Country,Quantity,Year
Air,Jul,SA,Adelaide,Goats,Slaughter,Malaysia,100,2014
Sea,Jul,SA,Port Adelaide,Sheep,Slaughter,Bahrain,22000,2014
Sea,Jul,SA,Port Adelaide,Sheep,Slaughter,Qatar,25484,2014
Air,Jul,SA,Adelaide,Sheep,Slaughter,Malaysia,111,2014
Sea,Jul,WA,Fremantle,Cattle,Slaughter,Egypt,2403,2014
Sea,Jul,WA,Fremantle,Sheep,Slaughter,Egypt,57770,2014
Sea,Jul,NT,Darwin,Cattle,Slaughter,Indonesia,400,2014
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia,16626,2014
Sea,Jul,VIC,Portland,Cattle,Breeder,China,2995,2014
Sea,Jul,QLD,Brisbane,Cattle,Feeder,Japan,540,2014
Air,Jul,VIC,Melbourne,Cattle,Breeder,Bangladesh,2,2014
Air,Jul,NSW,Sydney,Cattle,Breeder,Japan,3,2014
Sea,Jul,NT,Darwin,Cattle,Slaughter,Sarawak,468,2014
Sea,Jul,NT,Darwin,Cattle,Slaughter,Brunei Darussalam,1045,2014
Sea,Jul,NT,Darwin,Buffalo,Slaughter,Brunei Darussalam,65,2014
Sea,Jul,QLD,Brisbane,Cattle,Feeder,Japan,420,2014
Air,Jul,SA,Adelaide,Goats,Slaughter,Malaysia,1947,2014
Air,Jul,SA,Adelaide,Sheep,Slaughter,Malaysia,328,2014
Sea,Jul,VIC,Portland,Cattle,Breeder,China,2944,2014
Sea,Jul,WA,Fremantle,Cattle,Slaughter,Qatar,150,2014
Sea,Jul,WA,Fremantle,Sheep,Slaughter,Qatar,4516,2014
Sea,Jul,WA,Fremantle,Sheep,Slaughter,Oman,11646,2014
Sea,Jul,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,4657,2014
Sea,Jul,WA,Fremantle,Sheep,Slaughter,Bahrain,3000,2014
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia,6128,2014
Sea,Jul,NT,Darwin,Cattle,Slaughter,Indonesia,601,2014
Sea,Jul,NT,Darwin,Cattle,Feeder,Philippines,1665,2014
Sea,Jul,NT,Darwin,Cattle,Slaughter,Vietnam,2643,2014
Sea,Jul,NT,Darwin,Cattle,Slaughter,Vietnam,1703,2014
Sea,Jul,NT,Darwin,Buffalo,Slaughter,Vietnam,544,2014
Sea,Jul,NT,Darwin,Cattle,Slaughter,Vietnam,1831,2014
Sea,Jul,NT,Darwin,Cattle,Slaughter,Vietnam,4985,2014
Sea,Jul,NT,Darwin,Cattle,Slaughter,Malaysia,2534,2014
Sea,Jul,WA,Broome,Cattle,Slaughter,Malaysia,1095,2014
Sea,Jul,WA,Broome,Cattle,Slaughter,Indonesia,1028,2014
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia,3319,2014
Sea,Jul,NT,Darwin,Cattle,Slaughter,Indonesia,437,2014
Sea,Jul,WA,Broome,Cattle,Slaughter,Malaysia,1426,2014
Air,Jul,SA,Adelaide,Goats,Slaughter,Malaysia,178,2014
Air,Jul,NSW,Sydney,Goats,Slaughter,Malaysia,476,2014
Air,Jul,NSW,Sydney,Sheep,Slaughter,Malaysia,218,2014
Air,Jul,NSW,Sydney,Cattle,Breeder,Malaysia,79,2014
Air,Jul,VIC,Melbourne,Goats,Breeder,China,186,2014
Air,Jul,VIC,Melbourne,Sheep,Breeder,China,826,2014
Air,Jul,VIC,Melbourne,Cattle,Breeder,China,480,2014
Sea,Jul,WA,Fremantle,Sheep,Slaughter,Kuwait,61832,2014
Sea,Jul,SA,Port Adelaide,Sheep,Slaughter,Qatar,26000,2014
Sea,Jul,SA,Port Adelaide,Sheep,Slaughter,Kuwait,6459,2014
Air,Jul,SA,Adelaide,Goats,Slaughter,Malaysia,1662,2014
Air,Jul,SA,Adelaide,Sheep,Slaughter,Malaysia,449,2014
Sea,Jul,QLD,Karumba,Cattle,Slaughter,Vietnam,1406,2014
Sea,Jul,NT,Darwin,Buffalo,Slaughter,Vietnam,382,2014
Sea,Jul,NT,Darwin,Cattle,Slaughter,Vietnam,1043,2014
Sea,Jul,WA,Broome,Cattle,Slaughter,Malaysia,2519,2014
Air,Jul,NSW,Sydney,Goats,Slaughter,Malaysia,899,2014
Air,Jul,NSW,Sydney,Sheep,Slaughter,Malaysia,1213,2014
Sea,Jul,VIC,Portland,Cattle,Breeder,China,6133,2014
Sea,Jul,QLD,Townsville,Cattle,Feeder,Indonesia,11884,2014
Sea,Jul,QLD,Townsville,Cattle,Slaughter,Indonesia,3117,2014
Sea,Jul,QLD,Townsville,Cattle,Feeder,Indonesia,1792,2014
Sea,Jul,NT,Darwin,Cattle,Slaughter,Vietnam,1767,2014
Sea,Jul,NT,Darwin,Cattle,Feeder,Philippines,2744,2014
Sea,Jul,NT,Darwin,Cattle,Slaughter,Vietnam,999,2014
Air,Jul,VIC,Melbourne,Cattle,Breeder,China,466,2014
Sea,Jul,WA,Fremantle,Sheep,Slaughter,Kuwait,36168,2014
Sea,Jul,WA,Fremantle,Sheep,Slaughter,Qatar,14000,2014
Sea,Jul,WA,Fremantle,Cattle,Slaughter,Qatar,50,2014
Air,Jul,NSW,Sydney,Sheep,Breeder,Uruguay,5,2014
Air,Jul,SA,Adelaide,Sheep,Slaughter,Malaysia,100,2014
Sea,Jul,NT,Darwin,Cattle,Slaughter,Vietnam,2142,2014
Air,Aug,SA,Adelaide,Sheep,Slaughter,Malaysia,100,2014
Sea,Aug,QLD,Townsville,Cattle,Slaughter,Vietnam,4819,2014
Sea,Aug,WA,Broome,Cattle,Slaughter,Indonesia,1402,2014
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia,2000,2014
Sea,Aug,NT,Darwin,Cattle,Slaughter,Indonesia,722,2014
Air,Aug,VIC,Melbourne,Camels,Breeder,South Korea,24,2014
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia,2980,2014
Sea,Aug,QLD,Townsville,Cattle,Slaughter,Vietnam,4013,2014
Air,Aug,SA,Adelaide,Goats,Slaughter,Malaysia,1587,2014
Air,Aug,SA,Adelaide,Sheep,Slaughter,Malaysia,490,2014
Sea,Aug,VIC,Portland,Cattle,Breeder,China,4000,2014
Sea,Aug,QLD,Karumba,Cattle,Feeder,Indonesia,2008,2014
Sea,Aug,WA,Fremantle,Sheep,Slaughter,Bahrain,25000,2014
Sea,Aug,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,7000,2014
Sea,Aug,WA,Fremantle,Sheep,Slaughter,Oman,6000,2014
Sea,Aug,WA,Fremantle,Sheep,Slaughter,Kuwait,28434,2014
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia,1900,2014
Sea,Aug,NT,Darwin,Cattle,Slaughter,Indonesia,708,2014
Sea,Aug,NT,Darwin,Cattle,Feeder,Philippines,2383,2014
Sea,Aug,NT,Darwin,Cattle,Slaughter,Vietnam,2609,2014
Sea,Aug,QLD,Brisbane,Cattle,Feeder,Japan,570,2014
Sea,Aug,QLD,Brisbane,Cattle,Feeder,Japan,390,2014
Air,Aug,NSW,Sydney,Goats,Slaughter,Malaysia,901,2014
Air,Aug,NSW,Sydney,Sheep,Slaughter,Malaysia,757,2014
Air,Aug,NSW,Sydney,Goats,Slaughter,Malaysia,566,2014
Air,Aug,NSW,Sydney,Sheep,Slaughter,Malaysia,228,2014
Air,Aug,SA,Adelaide,Sheep,Slaughter,Malaysia,100,2014
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia,3300,2014
Sea,Aug,NT,Darwin,Buffalo,Slaughter,Vietnam,427,2014
Sea,Aug,NT,Darwin,Cattle,Slaughter,Vietnam,984,2014
Sea,Aug,WA,Broome,Cattle,Slaughter,Indonesia,2113,2014
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia,72,2014
Sea,Aug,WA,Broome,Cattle,Slaughter,Malaysia,1675,2014
Air,Aug,VIC,Melbourne,Cattle,Slaughter,Malaysia,32,2014
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia,3933,2014
Air,Aug,NSW,Sydney,Goats,Slaughter,Malaysia,1181,2014
Air,Aug,NSW,Sydney,Sheep,Slaughter,Malaysia,481,2014
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia,3094,2014
Sea,Aug,SA,Port Adelaide,Sheep,Slaughter,Kuwait,21279,2014
Sea,Aug,SA,Port Adelaide,Sheep,Slaughter,Bahrain,20000,2014
Sea,Aug,SA,Port Adelaide,Sheep,Slaughter,Oman,4000,2014
Sea,Aug,SA,Port Adelaide,Sheep,Slaughter,United Arab Emirates,3500,2014
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia,2505,2014
Sea,Aug,NT,Darwin,Cattle,Slaughter,Indonesia,313,2014
Air,Aug,SA,Adelaide,Goats,Slaughter,Malaysia,1660,2014
Air,Aug,SA,Adelaide,Sheep,Slaughter,Malaysia,443,2014
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia,2972,2014
Sea,Aug,NT,Darwin,Cattle,Slaughter,Malaysia,1066,2014
Sea,Aug,NT,Darwin,Cattle,Slaughter,Sarawak,592,2014
Air,Aug,SA,Adelaide,Sheep,Slaughter,Malaysia,87,2014
Sea,Aug,WA,Fremantle,Sheep,Slaughter,Bahrain,5000,2014
Sea,Aug,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,1500,2014
Sea,Aug,WA,Fremantle,Sheep,Slaughter,Oman,2000,2014
Sea,Aug,WA,Fremantle,Sheep,Slaughter,Kuwait,14051,2014
Sea,Aug,QLD,Townsville,Cattle,Slaughter,Vietnam,12917,2014
Air,Aug,NSW,Sydney,Goats,Slaughter,Malaysia,857,2014
Sea,Aug,WA,Wyndham,Cattle,Feeder,Indonesia,2831,2014
Sea,Aug,SA,Port Adelaide,Sheep,Slaughter,Kuwait,20034,2014
Sea,Aug,SA,Port Adelaide,Sheep,Slaughter,Qatar,23500,2014
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia,100,2014
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia,3552,2014
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia,3518,2014
Sea,Aug,QLD,Karumba,Cattle,Feeder,Indonesia,1940,2014
Air,Aug,SA,Adelaide,Goats,Slaughter,Malaysia,1831,2014
Air,Aug,SA,Adelaide,Sheep,Slaughter,Malaysia,423,2014
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia,3056,2014
Sea,Aug,WA,Fremantle,Sheep,Slaughter,Kuwait,10368,2014
Sea,Aug,WA,Fremantle,Cattle,Slaughter,United Arab Emirates,1017,2014
Sea,Aug,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,6870,2014
Sea,Aug,WA,Fremantle,Sheep,Slaughter,Qatar,16500,2014
Sea,Aug,QLD,Townsville,Cattle,Slaughter,Vietnam,3785,2014
Sea,Aug,WA,Fremantle,Cattle,Feeder,Indonesia,443,2014
Sea,Aug,WA,Fremantle,Cattle,Slaughter,Indonesia,611,2014
Sea,Aug,NT,Darwin,Cattle,Slaughter,Malaysia,1193,2014
Sea,Aug,NT,Darwin,Cattle,Slaughter,Indonesia,331,2014
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia,1057,2014
Sea,Sep,NT,Darwin,Cattle,Slaughter,Indonesia,876,2014
Sea,Sep,NT,Darwin,Cattle,Feeder,Indonesia,1746,2014
Air,Sep,SA,Adelaide,Sheep,Slaughter,Malaysia,52,2014
Air,Sep,WA,Perth,Sheep,Slaughter,Malaysia,100,2014
Sea,Sep,VIC,Portland,Cattle,Breeder,China,4575,2014
Sea,Sep,NT,Darwin,Cattle,Slaughter,Malaysia,3430,2014
Air,Sep,VIC,Melbourne,Sheep,Breeder,China,1180,2014
Air,Sep,NSW,Sydney,Goats,Slaughter,Malaysia,674,2014
Air,Sep,NSW,Sydney,Sheep,Slaughter,Malaysia,196,2014
Sea,Sep,WA,Fremantle,Sheep,Slaughter,Malaysia,4604,2014
Sea,Sep,WA,Fremantle,Cattle,Slaughter,Malaysia,426,2014
Sea,Sep,NT,Darwin,Cattle,Feeder,Indonesia,3150,2014
Air,Sep,VIC,Melbourne,Sheep,Breeder,China,1186,2014
Sea,Sep,WA,Broome,Cattle,Feeder,Indonesia,2160,2014
Sea,Sep,WA,Broome,Cattle,Slaughter,Indonesia,199,2014
Sea,Sep,NT,Darwin,Cattle,Slaughter,Vietnam,1153,2014
Sea,Sep,NT,Darwin,Buffalo,Slaughter,Vietnam,252,2014
Sea,Sep,WA,Broome,Cattle,Feeder,Indonesia,3611,2014
Sea,Sep,WA,Broome,Cattle,Feeder,Indonesia,7151,2014
Sea,Sep,WA,Broome,Cattle,Slaughter,Indonesia,3274,2014
Sea,Sep,NT,Darwin,Cattle,Feeder,Indonesia,4542,2014
Sea,Sep,NT,Darwin,Cattle,Slaughter,Indonesia,545,2014
Sea,Sep,NT,Darwin,Cattle,Feeder,Indonesia,910,2014
Sea,Sep,NT,Darwin,Cattle,Feeder,Indonesia,800,2014
Air,Sep,NSW,Sydney,Goats,Slaughter,Malaysia,1067,2014
Air,Sep,NSW,Sydney,Sheep,Slaughter,Malaysia,145,2014
Air,Sep,NSW,Sydney,Sheep,Breeder,Malaysia,184,2014
Air,Sep,NSW,Sydney,Cattle,Breeder,Malaysia,51,2014
Sea,Sep,NT,Darwin,Cattle,Slaughter,Vietnam,2148,2014
Air,Sep,VIC,Melbourne,Sheep,Breeder,China,1177,2014
Sea,Sep,NT,Darwin,Buffalo,Slaughter,Brunei Darussalam,423,2014
Sea,Sep,NT,Darwin,Cattle,Slaughter,Brunei Darussalam,1009,2014
Sea,Sep,NT,Darwin,Goats,Slaughter,Brunei Darussalam,154,2014
Air,Sep,SA,Adelaide,Sheep,Slaughter,Malaysia,156,2014
Air,Sep,SA,Adelaide,Goats,Slaughter,Malaysia,2040,2014
Air,Sep,SA,Adelaide,Sheep,Slaughter,Malaysia,101,2014
Air,Sep,WA,Perth,Sheep,Slaughter,Malaysia,100,2014
Sea,Sep,QLD,Townsville,Cattle,Slaughter,Indonesia,1288,2014
Sea,Sep,QLD,Townsville,Cattle,Feeder,Indonesia,17312,2014
Sea,Sep,QLD,Townsville,Cattle,Slaughter,Indonesia,265,2014
Sea,Sep,QLD,Townsville,Cattle,Feeder,Indonesia,753,2014
Air,Sep,SA,Adelaide,Sheep,Slaughter,Malaysia,80,2014
Air,Sep,NSW,Sydney,Goats,Slaughter,Malaysia,838,2014
Air,Sep,NSW,Sydney,Sheep,Slaughter,Malaysia,648,2014
Sea,Sep,WA,Fremantle,Sheep,Slaughter,Bahrain,30000,2014
Sea,Sep,WA,Fremantle,Sheep,Slaughter,Oman,20000,2014
Sea,Sep,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,17298,2014
Sea,Sep,QLD,Brisbane,Cattle,Feeder,Japan,540,2014
Sea,Sep,QLD,Brisbane,Cattle,Feeder,Japan,420,2014
Sea,Sep,NT,Darwin,Cattle,Feeder,Indonesia,3680,2014
Sea,Sep,NT,Darwin,Cattle,Slaughter,Indonesia,2058,2014
Sea,Sep,NT,Darwin,Cattle,Feeder,Indonesia,3135,2014
Air,Sep,NSW,Sydney,Goats,Slaughter,Malaysia,2673,2014
Sea,Sep,QLD,Karumba,Cattle,Feeder,Indonesia,2077,2014
Air,Sep,VIC,Melbourne,Goats,Breeder,United Arab Emirates,70,2014
Sea,Sep,NT,Darwin,Cattle,Feeder,Indonesia,2748,2014
Sea,Sep,NT,Darwin,Cattle,Slaughter,Indonesia,91,2014
Air,Sep,SA,Adelaide,Sheep,Slaughter,Malaysia,125,2014
Sea,Sep,WA,Broome,Cattle,Slaughter,Malaysia,2383,2014
Air,Sep,WA,Perth,Sheep,Slaughter,Malaysia,92,2014
Air,Sep,SA,Adelaide,Sheep,Slaughter,Malaysia,100,2014
Sea,Sep,VIC,Geelong,Cattle,Breeder,China,6613,2014
Sea,Sep,WA,Fremantle,Sheep,Slaughter,Egypt,15072,2014
Sea,Sep,WA,Fremantle,Cattle,Feeder,Egypt,6938,2014
Sea,Sep,WA,Fremantle,Cattle,Slaughter,Egypt,10147,2014
Sea,Sep,NT,Darwin,Cattle,Feeder,Indonesia,2103,2014
Sea,Sep,NT,Darwin,Cattle,Slaughter,Indonesia,630,2014
Air,Sep,NSW,Sydney,Goats,Slaughter,Malaysia,1085,2014
Air,Sep,NSW,Sydney,Sheep,Slaughter,Malaysia,399,2014
Air,Sep,SA,Adelaide,Goats,Slaughter,Malaysia,2299,2014
Air,Sep,VIC,Melbourne,Cattle,Breeder,Vietnam,202,2014
Air,Sep,NSW,Sydney,Goats,Slaughter,Malaysia,828,2014
Air,Sep,NSW,Sydney,Sheep,Slaughter,Malaysia,1445,2014
Air,Sep,VIC,Melbourne,Goats,Breeder,United Arab Emirates,259,2014
Sea,Sep,NT,Darwin,Cattle,Feeder,Philippines,4581,2014
Air,Sep,SA,Adelaide,Sheep,Slaughter,Malaysia,108,2014
Air,Sep,WA,Perth,Sheep,Slaughter,Malaysia,100,2014
Sea,Sep,WA,Broome,Cattle,Feeder,Vietnam,2139,2014
Sea,Sep,NT,Darwin,Cattle,Feeder,Indonesia,2338,2014
Sea,Sep,NT,Darwin,Cattle,Feeder,Indonesia,1813,2014
Air,Sep,NSW,Sydney,Goats,Slaughter,Malaysia,1114,2014
Air,Sep,NSW,Sydney,Sheep,Slaughter,Malaysia,156,2014
Air,Sep,VIC,Melbourne,Alpacas,Breeder,China,525,2014
Sea,Sep,NT,Darwin,Cattle,Feeder,Indonesia,2099,2014
Sea,Sep,NT,Darwin,Cattle,Slaughter,Indonesia,5571,2014
Sea,Sep,NT,Darwin,Cattle,Feeder,Indonesia,7347,2014
Air,Sep,VIC,Melbourne,Cattle,Breeder,Vietnam,224,2014
Sea,Sep,NT,Darwin,Cattle,Feeder,Indonesia,3354,2014
Air,Sep,SA,Adelaide,Sheep,Slaughter,Malaysia,88,2014
Sea,Sep,NT,Darwin,Cattle,Feeder,Indonesia,1012,2014
Sea,Sep,NT,Darwin,Cattle,Feeder,Indonesia,974,2014
Air,Sep,SA,Adelaide,Goats,Slaughter,Malaysia,2333,2014
Air,Oct,NSW,Sydney,Goats,Breeder,Vietnam,50,2014
Air,Oct,WA,Perth,Sheep,Slaughter,Malaysia,96,2014
Sea,Oct,VIC,Portland,Cattle,Breeder,China,2920,2014
Air,Oct,WA,Perth,Sheep,Slaughter,Singapore,2200,2014
Air,Oct,WA,Perth,Sheep,Slaughter,Malaysia,100,2014
Sea,Oct,NT,Darwin,Buffalo,Slaughter,Vietnam,359,2014
Sea,Oct,NT,Darwin,Cattle,Slaughter,Vietnam,1582,2014
Sea,Oct,WA,Fremantle,Sheep,Slaughter,Qatar,55000,2014
Sea,Oct,WA,Fremantle,Cattle,Slaughter,Qatar,150,2014
Sea,Oct,WA,Fremantle,Sheep,Slaughter,Kuwait,38504,2014
Sea,Oct,QLD,Townsville,Cattle,Feeder,Indonesia,3107,2014
Sea,Oct,QLD,Townsville,Cattle,Slaughter,Indonesia,1330,2014
Sea,Oct,QLD,Townsville,Cattle,Feeder,Indonesia,6787,2014
Sea,Oct,QLD,Townsville,Cattle,Slaughter,Indonesia,722,2014
Air,Oct,SA,Adelaide,Goats,Slaughter,Malaysia,2345,2014
Air,Oct,WA,Perth,Goats,Slaughter,Malaysia,948,2014
Air,Oct,WA,Perth,Sheep,Slaughter,Malaysia,1440,2014
Sea,Oct,QLD,Karumba,Cattle,Feeder,Indonesia,1981,2014
Sea,Oct,NT,Darwin,Cattle,Slaughter,Vietnam,2348,2014
Air,Oct,NSW,Sydney,Goats,Slaughter,Malaysia,614,2014
Air,Oct,NSW,Sydney,Cattle,Breeder,Malaysia,56,2014
Air,Oct,NSW,Sydney,Sheep,Slaughter,Malaysia,173,2014
Air,Oct,NSW,Sydney,Goats,Slaughter,Malaysia,1250,2014
Air,Oct,NSW,Sydney,Camels,Breeder,Philippines,16,2014
Sea,Oct,WA,Broome,Cattle,Feeder,Indonesia,4000,2014
Sea,Oct,WA,Broome,Cattle,Slaughter,Indonesia,2163,2014
Sea,Oct,NT,Darwin,Cattle,Feeder,Philippines,2534,2014
Air,Oct,WA,Perth,Goats,Slaughter,Malaysia,100,2014
Air,Oct,NSW,Sydney,Cattle,Breeder,Thailand,122,2014
Air,Oct,VIC,Melbourne,Cattle,Breeder,Indonesia,200,2014
Air,Oct,VIC,Melbourne,Cattle,Breeder,Indonesia,200,2014
Air,Oct,NSW,Sydney,Goats,Breeder,United Arab Emirates,24,2014
Air,Oct,SA,Adelaide,Goats,Slaughter,Malaysia,2103,2014
Sea,Oct,QLD,Townsville,Cattle,Slaughter,Vietnam,3922,2014
Sea,Oct,NT,Darwin,Cattle,Feeder,Indonesia,1999,2014
Sea,Oct,WA,Broome,Cattle,Slaughter,Malaysia,1601,2014
Sea,Oct,QLD,Townsville,Cattle,Breeder,Vietnam,337,2014
Sea,Oct,QLD,Townsville,Cattle,Slaughter,Vietnam,5244,2014
Sea,Oct,WA,Fremantle,Cattle,Feeder,Israel,4315,2014
Sea,Oct,NT,Darwin,Buffalo,Slaughter,Vietnam,297,2014
Sea,Oct,NT,Darwin,Cattle,Slaughter,Vietnam,979,2014
Air,Oct,WA,Perth,Sheep,Slaughter,Malaysia,97,2014
Air,Oct,NSW,Sydney,Cattle,Breeder,Thailand,187,2014
Air,Oct,NSW,Sydney,Goats,Slaughter,Malaysia,811,2014
Air,Oct,NSW,Sydney,Sheep,Slaughter,Malaysia,88,2014
Sea,Oct,WA,Fremantle,Cattle,Slaughter,Mauritius,1901,2014
Air,Oct,VIC,Melbourne,Cattle,Breeder,Indonesia,200,2014
Sea,Oct,WA,Fremantle,Cattle,Breeder,Vietnam,425,2014
Sea,Oct,WA,Fremantle,Cattle,Feeder,Vietnam,2332,2014
Sea,Oct,WA,Fremantle,Cattle,Breeder,Indonesia,130,2014
Sea,Oct,WA,Fremantle,Cattle,Slaughter,Indonesia,2350,2014
Sea,Oct,WA,Fremantle,Cattle,Feeder,Indonesia,2927,2014
Air,Oct,WA,Perth,Sheep,Slaughter,Malaysia,100,2014
Sea,Oct,WA,Fremantle,Sheep,Slaughter,Kuwait,5571,2014
Sea,Oct,WA,Fremantle,Sheep,Slaughter,Bahrain,30000,2014
Sea,Oct,WA,Fremantle,Sheep,Slaughter,Kuwait,43465,2014
Sea,Oct,QLD,Brisbane,Cattle,Feeder,Japan,570,2014
Air,Oct,SA,Adelaide,Sheep,Slaughter,Malaysia,136,2014
Sea,Oct,QLD,Brisbane,Cattle,Feeder,Japan,390,2014
Sea,Oct,SA,Port Adelaide,Camels,Breeder,Qatar,18,2014
Sea,Oct,SA,Port Adelaide,Sheep,Slaughter,Kuwait,1039,2014
Sea,Oct,SA,Port Adelaide,Sheep,Slaughter,Qatar,47000,2014
Sea,Oct,NT,Darwin,Cattle,Feeder,Indonesia,1797,2014
Sea,Oct,NT,Darwin,Cattle,Slaughter,Indonesia,1599,2014
Sea,Oct,VIC,Portland,Cattle,Breeder,China,3016,2014
Air,Oct,VIC,Melbourne,Cattle,Breeder,China,85,2014
Air,Oct,NSW,Sydney,Cattle,Breeder,Malaysia,102,2014
Air,Oct,NSW,Sydney,Goats,Slaughter,Malaysia,1000,2014
Air,Oct,NSW,Sydney,Sheep,Slaughter,Malaysia,695,2014
Sea,Oct,QLD,Karumba,Cattle,Slaughter,Indonesia,1700,2014
Sea,Oct,WA,Fremantle,Sheep,Slaughter,Kuwait,30000,2014
Sea,Oct,WA,Fremantle,Cattle,Slaughter,Qatar,50,2014
Sea,Oct,WA,Fremantle,Sheep,Slaughter,United Arab Emirates,11720,2014
Sea,Oct,WA,Fremantle,Cattle,Slaughter,United Arab Emirates,1000,2014
Sea,Oct,NT,Darwin,Cattle,Feeder,Indonesia,2350,2014
Sea,Oct,NT,Darwin,Cattle,Feeder,Indonesia,923,2014
Sea,Oct,NT,Darwin,Cattle,Feeder,Indonesia,3345,2014
Sea,Oct,NT,Darwin,Cattle,Feeder,Indonesia,2617,2014
Sea,Oct,NT,Darwin,Cattle,Slaughter,Indonesia,4571,2014
Sea,Oct,NT,Darwin,Cattle,Breeder,Vietnam,670,2014
Air,Oct,WA,Perth,Sheep,Slaughter,Malaysia,89,2014
Air,Oct,SA,Adelaide,Sheep,Slaughter,Malaysia,116,2014
Air,Nov,SA,Adelaide,Sheep,Slaughter,Malaysia,89,2014
Sea,Nov,WA,Wyndham,Cattle,Breeder,Vietnam,1371,2014
Sea,Nov,WA,Wyndham,Cattle,Slaughter,Vietnam,1798,2014
Air,Nov,NSW,Sydney,Sheep,Breeder,Kazakhstan,11,2014
Sea,Nov,NT,Darwin,Cattle,Slaughter,Malaysia,2191,2014
Sea,Nov,WA,Geraldton,Cattle,Slaughter,Indonesia,2371,2014
Sea,Nov,NT,Darwin,Cattle,Slaughter,Vietnam,1270,2014
Air,Nov,WA,Perth,Sheep,Slaughter,Malaysia,87,2014
Air,Nov,VIC,Melbourne,Cattle,Breeder,Vietnam,219,2014
Sea,Nov,QLD,Townsville,Cattle,Feeder,Indonesia,4297,2014
Sea,Nov,NT,Darwin,Cattle,Slaughter,Vietnam,2674,2014
Sea,Nov,QLD,Townsville,Cattle,Feeder,Indonesia,2760,2014
Sea,Nov,WA,Broome,Cattle,Breeder,Malaysia,210,2014
Sea,Nov,WA,Broome,Cattle,Slaughter,Malaysia,1533,2014
Sea,Nov,NT,Darwin,Cattle,Slaughter,Indonesia,650,2014
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia,6195,2014
Air,Nov,VIC,Melbourne,Cattle,Breeder,Indonesia,245,2014
Sea,Nov,NT,Darwin,Cattle,Slaughter,Malaysia,597,2014
Sea,Nov,NT,Darwin,Cattle,Slaughter,Brunei Darussalam,793,2014
Air,Nov,WA,Perth,Sheep,Slaughter,Malaysia,87,2014
Air,Nov,NSW,Sydney,Cattle,Breeder,New Caledonia,5,2014
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia,10436,2014
Sea,Nov,NT,Darwin,Cattle,Slaughter,Indonesia,5837,2014
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia,4088,2014
Sea,Nov,VIC,Geelong,Cattle,Breeder,China,4500,2014
Air,Nov,VIC,Melbourne,Cattle,Breeder,Indonesia,244,2014
Air,Nov,VIC,Melbourne,Cattle,Breeder,Vietnam,214,2014
Air,Nov,VIC,Melbourne,Cattle,Breeder,Vietnam,333,2014
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia,3331,2014
Air,Nov,WA,Perth,Sheep,Slaughter,Malaysia,96,2014
Air,Nov,NSW,Sydney,Cattle,Breeder,Malaysia,106,2014
Air,Nov,NSW,Sydney,Goats,Slaughter,Malaysia,528,2014
Air,Nov,NSW,Sydney,Sheep,Slaughter,Malaysia,204,2014
Air,Nov,SA,Adelaide,Goats,Slaughter,Malaysia,1744,2014
Air,Nov,SA,Adelaide,Goats,Breeder,Malaysia,20,2014
Air,Nov,SA,Adelaide,Sheep,Slaughter,Malaysia,408,2014
Air,Nov,WA,Perth,Goats,Slaughter,Malaysia,100,2014
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia,5240,2014
Sea,Nov,NT,Darwin,Cattle,Slaughter,Indonesia,1398,2014
Sea,Nov,QLD,Karumba,Cattle,Feeder,Indonesia,1984,2014
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia,3846,2014
Sea,Nov,NT,Darwin,Cattle,Slaughter,Indonesia,144,2014
Air,Nov,WA,Perth,Sheep,Slaughter,Malaysia,99,2014
Air,Nov,VIC,Melbourne,Sheep,Breeder,New Zealand,2,2014
Sea,Nov,NT,Darwin,Cattle,Feeder,Indonesia,1265,2014
